YEAR     JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC     DJF     MAM     JJA     SON     ANN
1768    -2.1   -1.2   -0.3    5.9   10.6   15.5   17.4   16.6   12.5    8.7    4.6    3.2    1.90    1.47   14.50   12.60    7.62
1769     1.0    0.0    2.7    6.0   10.7   15.4   17.2   15.9   14.1    7.0    4.0    1.6    2.20    2.90   14.43   12.33    7.97
1770    -0.9    1.1   -2.3    4.7   11.2   15.0   17.9   17.9   15.6   11.1    3.4    2.0    1.50    1.17   14.70   14.87    8.06
1771    -2.7   -3.7   -4.0    1.7   11.9   18.0   17.3   14.9   13.1    9.5    2.5    2.5    0.77   -2.00   15.73   12.50    6.75
1772    -2.3   -3.2   -2.2    3.5    9.1   15.4   16.9   16.6   14.1   11.2    6.9    2.7    2.43   -0.63   13.80   13.97    7.39
1773     1.0   -1.5    1.4    6.1   12.6   15.4   18.3   18.4   14.8   11.5    5.0    2.2    2.73    2.00   15.43   14.90    8.77
1774    -4.2   -0.5    2.1    6.6   11.4   16.5   17.8   16.6   13.0    9.0   -2.8   -2.2   -3.07    2.73   15.23   12.87    6.94
1775    -1.9    1.2    3.1    5.9   11.4   18.7   19.4   19.5   17.5   10.4    1.5    2.0    0.53    3.40   16.50   15.80    9.06
1776    -7.8    0.5    2.8    6.6   10.4   18.1   20.5   19.1   15.0   10.2    4.9    2.0   -0.30    3.30   16.33   14.77    8.52
1777   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
1778   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
1779   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
1780   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
1781   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
1782     1.7   -1.7   -0.4    4.8   10.7   16.2   17.7   17.3   15.4    7.9    2.1    1.1    1.63    0.90   14.87   13.53    7.73
1783    -0.3    2.2    0.3    8.1   14.0   19.1   21.4   19.3   16.1   11.6    3.8   -0.1    1.13    3.53   18.17   15.67    9.63
1784    -3.8   -1.7   -2.2    3.7   11.7   16.1   17.2   17.1   14.3    8.3    5.3    0.0    0.50   -0.07   15.00   13.23    7.17
1785    -0.6   -3.8   -2.9    4.3    9.6   17.1   17.1   16.7   14.2    9.2    5.8    0.8    2.00   -0.80   14.60   13.37    7.29
1786    -1.1   -0.9   -2.6    6.6   10.2   18.0   16.6   16.8   13.1    7.7    0.2    1.0    0.03    1.03   14.93   12.53    7.13
1787    -0.2    1.9    3.8    5.4   11.6   16.0   17.6   16.9   14.8   11.5    3.3    1.4    1.50    3.70   15.07   14.40    8.67
1788     1.2   -2.2   -0.6    6.9   12.7   17.7   20.4   17.4   16.3    8.8    3.5   -7.7   -1.00    1.37   16.93   14.17    7.87
1789   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
1790   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
1791   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
1792   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
1793   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
1794   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
1795   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
1796   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
1797   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
1798     0.1    1.9    2.6    8.7   14.9   18.6   20.0   19.7   15.4   10.4    3.9   -1.8    0.73    4.40   17.83   15.17    9.53
1799    -2.2   -6.6   -1.6    3.5    8.8   15.5   17.3   16.8   14.3    9.9    5.9   -2.2    0.50   -1.57   13.87   13.67    6.62
1800    -2.5   -2.4   -3.6    8.9   13.7   14.0   16.4   17.9   14.3   10.7    6.0    2.5    2.00    0.97   14.70   14.30    7.99
1801     0.3   -0.1    4.4    7.4   15.1   16.0   19.2   18.1   14.9   11.9    6.3    1.6    2.73    3.90   16.77   14.97    9.59
1802    -2.1    0.4    3.3    6.6    9.3   13.5   13.5   17.0   13.0   10.4    4.4    1.4    1.23    3.43   12.10   13.47    7.56
1803    -5.1   -3.0    0.3    7.9    9.4   13.6   17.2   17.2   11.9    8.1    3.5   -0.9   -0.83    1.73   13.40   12.40    6.67
1804     1.2   -2.8   -1.4    4.8   11.9   15.5   17.3   17.5   15.7   10.3    1.7   -2.6    0.10    0.20   14.90   14.50    7.42
1805    -3.5   -3.5    1.2    4.4    8.8   11.8   15.9   16.1   15.0    6.1    3.2    2.0    0.57    0.70   12.17   12.40    6.46
