Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,DJF,MAM,JJA,SON,ANN
1926,-16.7,-21.2,-20.8,-12.6,-0.7,2.6,6.2,5.4,1.0,-2.2,-9.2,-14.1,-16.13,-11.37,4.73,-3.47,-6.86
1927,-15.7,-20.3,-23.9,-11.9,0.4,2.9,4.5,6.4,3.2,-3.5,-7.1,-9.1,-16.7,-11.8,4.6,-2.47,-6.17
1928,-14.8,-22.0,-11.3,-11.0,-0.8,4.0,5.0,7.1,4.7,-1.4,-5.3,-8.2,-15.3,-7.7,5.37,-0.67,-4.5
1929,-5.3,-11.4,-12.3,-11.7,-3.7,1.0,5.2,5.6,1.3,-6.4,-9.9,-12.6,-8.3,-9.23,3.93,-5.0,-5.02
1930,-17.1,-17.5,-11.4,-8.7,-2.0,0.9,6.1,5.7,3.1,-4.0,-5.8,-12.1,-15.73,-7.37,4.23,-2.23,-5.23
1931,-10.4,-18.3,-20.2,-12.8,-1.3,5.4,7.0,7.2,4.1,-3.3,-8.1,-12.0,-13.6,-11.43,6.53,-2.43,-5.22
1932,-21.2,-14.6,-10.2,-8.6,1.3,2.1,5.9,3.3,3.0,-3.5,-8.9,-11.8,-15.93,-5.83,3.77,-3.13,-5.27
1933,-21.1,-15.1,-16.2,-11.2,-2.1,1.0,6.2,5.0,0.7,-2.8,-6.3,-7.7,-16.0,-9.83,4.07,-2.8,-5.8
1934,-17.0,-23.2,-20.9,-11.0,-3.5,1.2,5.3,4.5,2.2,-3.2,-7.0,-10.2,-15.97,-11.8,3.67,-2.67,-6.9
1935,-19.7,-26.3,-14.8,-8.5,-2.9,2.9,4.9,6.3,2.7,-3.6,-6.3,-10.0,-18.73,-8.73,4.7,-2.4,-6.28
1936,-10.6,-13.1,-16.3,-8.7,-1.1,2.1,7.0,5.5,1.4,-3.5,-7.7,-17.5,-11.23,-8.7,4.87,-3.27,-5.21
1937,-18.8,-19.9,-11.1,-15.4,-2.3,0.8,6.5,6.1,1.7,-5.1,-4.4,-11.1,-18.73,-9.6,4.47,-2.6,-6.08
1938,-22.4,-23.0,-19.4,-12.7,-3.5,2.8,5.1,5.4,1.5,-4.2,-9.7,-16.1,-18.83,-11.87,4.43,-4.13,-8.02
1939,-13.4,-26.0,-16.1,-7.9,-1.0,3.7,8.3,3.5,3.4,-1.3,-8.7,-11.4,-18.5,-8.33,5.17,-2.2,-5.58
1940,-16.1,-14.9,-16.1,-9.0,-3.1,2.0,5.8,4.0,1.0,-3.1,-7.0,-9.6,-14.13,-9.4,3.93,-3.03,-5.51
1941,-10.7,-13.3,-15.6,-11.4,-3.7,1.6,4.0,8.4,2.3,-1.6,-7.6,-11.3,-11.2,-10.23,4.67,-2.3,-4.91
1942,-17.1,-25.3,-16.4,-11.3,0.7,1.5,3.3,3.7,1.2,-3.6,-7.8,-9.0,-17.9,-9.0,2.83,-3.4,-6.68
1943,-11.8,-21.4,-20.8,-13.5,-1.8,2.3,5.2,6.4,1.2,-4.8,-7.7,-10.6,-14.07,-12.03,4.63,-3.77,-6.44
1944,-20.1,-18.1,-21.3,-9.0,-5.1,2.1,4.4,4.9,1.2,-4.8,-11.1,-14.5,-16.27,-11.8,3.8,-4.9,-7.62
1945,-12.3,-24.3,-16.3,-14.5,-4.7,1.6,3.8,5.3,1.1,-1.8,-10.4,-13.0,-17.03,-11.83,3.57,-3.7,-7.12
1946,-16.4,-17.0,-15.1,-15.6,-0.7,2.2,3.5,4.1,2.1,-2.9,-4.4,-9.0,-15.47,-10.47,3.27,-1.73,-5.77
1947,-7.4,-6.4,-12.1,-11.3,-1.4,1.4,4.0,2.7,1.2,-3.5,-4.9,-8.9,-7.6,-8.27,2.7,-2.4,-3.88
1948,-12.9,-15.9,-18.5,-11.9,-3.0,3.0,4.3,3.8,0.7,-3.2,-7.9,-19.2,-12.57,-11.13,3.7,-3.47,-6.72
1949,-19.3,-25.2,-16.4,-15.4,-3.9,3.0,5.6,5.4,0.3,-4.2,-9.0,-12.7,-21.23,-11.9,4.67,-4.3,-7.65
1950,-19.6,-21.1,-17.4,-15.7,-1.9,2.8,5.5,4.4,1.2,-3.7,-7.3,-8.9,-17.8,-11.67,4.23,-3.27,-6.81
1951,-15.4,-24.0,-17.4,-13.5,-1.4,1.3,5.5,4.4,1.8,-6.3,-6.8,-18.0,-16.1,-10.77,3.73,-3.77,-7.48
1952,-19.5,-19.9,-21.8,-13.2,-1.3,3.0,4.6,6.8,2.3,-4.3,-5.0,-8.1,-19.13,-12.1,4.8,-2.33,-6.37
1953,-13.7,-20.8,-21.8,-6.9,-0.4,-0.3,5.1,4.2,0.8,-5.2,-11.9,-21.1,-14.2,-9.7,3.0,-5.43,-7.67
1954,-16.5,-19.0,-18.6,-7.1,-1.0,1.3,4.2,5.5,1.3,-3.3,-8.1,-16.6,-18.87,-8.9,3.67,-3.37,-6.49
1955,-21.8,-17.3,-17.6,-16.4,-3.2,2.5,4.0,3.4,0.8,-0.3,-8.4,-12.3,-18.57,-12.4,3.3,-2.63,-7.22
1956,-19.3,-19.7,-20.5,-10.2,-3.9,0.9,4.9,5.4,0.8,-4.1,-10.5,-16.0,-17.1,-11.53,3.73,-4.6,-7.68
1957,-21.6,-19.1,-18.0,-14.4,-1.8,4.4,7.7,6.7,3.1,-5.4,-8.2,-14.9,-18.9,-11.4,6.27,-3.5,-6.79
1958,-18.5,-16.2,-18.8,-16.7,-2.0,1.4,5.5,4.5,-1.5,-5.0,-14.9,-14.5,-16.53,-12.5,3.8,-7.13,-8.06
1959,-12.3,-19.8,-26.6,-13.7,-2.8,2.9,5.3,4.4,0.5,-3.7,-8.0,-17.3,-15.53,-14.37,4.2,-3.73,-7.59
1960,-16.4,-17.1,-24.1,-17.4,-4.6,2.5,8.8,8.8,1.1,-0.3,-5.1,-11.1,-16.93,-15.37,6.7,-1.43,-6.24
1961,-19.6055572755418,-26.51361344537815,-24.81914705882353,-12.048266253869969,-4.718676470588235,2.3026617647058822,5.677767379679144,6.417125668449198,0.5049702380952382,-4.442664473684211,-11.256907894736841,-14.797269736842106,-20.041117647058826,-13.85425,4.81855614973262,-5.088388157894737,-8.720062500000001
1962,-16.9,-21.3,-12.3,-9.6,-1.9,2.1,6.9,5.8,0.3,-4.7,-6.6,-9.5,-17.53,-7.93,4.93,-3.67,-5.64
1963,-8.9,-12.4,-19.9,-12.1,-5.5,-0.5,4.5,6.7,0.5,-5.5,-8.2,-10.5,-10.27,-12.5,3.57,-4.4,-5.98
1964,-16.340557275541794,-13.098613445378152,-23.86914705882353,-14.268266253869967,-9.3,1.7926617647058825,2.5277673796791436,4.102125668449197,1.8549702380952382,-6.55266447368421,-11.311907894736843,-12.952269736842105,-12.966117647058823,-15.399249999999999,2.82355614973262,-5.358388157894737,-7.855062499999999
1965,-17.7,-11.9,-20.1,-15.2,0.5,0.7,5.0,5.8,1.5,-3.5,-4.7,-12.6,-14.07,-11.6,3.83,-2.23,-6.02
1966,-19.9,-15.2,-21.7,-15.4,-6.6,2.3,3.7,6.8,1.5,-1.3,-7.0,-11.8,-15.9,-14.57,4.27,-2.27,-7.05
1967,-11.3,-18.5,-17.3,-13.7,0.1,1.2,6.4,5.9,0.2,-5.5,-10.0,-11.6,-13.87,-10.3,4.5,-5.1,-6.17
1968,-21.1,-20.8,-22.1,-7.6,-2.3,2.0,6.8,5.0,1.6,-2.4,-7.2,-11.8,-17.83,-10.67,4.6,-2.67,-6.66
1969,-12.1,-14.2,-21.7,-15.0,-1.5,1.4,4.8,5.4,0.5,-5.3,-7.1,-13.4,-12.7,-12.73,3.87,-3.97,-6.52
1970,-22.3,-15.2,-22.1,-14.8,-7.0,0.4,3.4,2.0,2.3,-2.9,-6.6,-14.3,-16.97,-14.63,1.93,-2.4,-8.09
1971,-19.2,-24.1,-20.8,-14.6,-4.3,3.2,7.0,3.5,0.6,-5.3,-9.4,-23.8,-19.2,-13.23,4.57,-4.7,-8.93
1972,-20.2,-20.4,-21.9,-15.8,-3.2,0.1,2.7,3.5,2.1,-3.1,-9.8,-16.6,-21.47,-13.63,2.1,-3.6,-8.55
1973,-14.030557275541796,-23.903613445378152,-22.27914705882353,-11.57826625386997,-4.523676470588235,0.8526617647058823,3.7577673796791435,4.1371256684491975,0.8449702380952382,-2.6976644736842106,-8.076907894736841,-11.787269736842106,-17.586117647058824,-12.78425,2.92855614973262,-3.3283881578947367,-7.525062499999999
1974,-19.4,-19.6,-16.8,-10.2,-4.2,1.3,3.9,5.4,1.0,-2.9,-10.4,-20.9,-16.83,-10.4,3.53,-4.1,-7.73
1975,-21.0,-20.1,-23.1,-14.9,-2.4,2.2,6.1,5.5,0.0,-3.0,-10.7,-17.4,-20.67,-13.47,4.6,-4.57,-8.23
1976,-19.455557275541796,-19.723613445378152,-17.74414705882353,-15.818266253869968,-5.238676470588235,1.5026617647058824,4.9,3.6871256684491978,2.2649702380952386,-5.09766447368421,-9.881907894736841,-11.422269736842106,-18.231117647058824,-12.924249999999999,3.3385561497326197,-4.258388157894737,-7.800062499999999
1977,-14.3,-19.3,-16.8,-10.2,-3.0,1.2,6.1,4.9,-0.3,-3.8,-6.5,-16.6,-14.9,-10.0,4.07,-3.53,-6.55
1978,-19.700557275541797,-20.898613445378153,-21.97914705882353,-14.498266253869968,-4.1,1.1276617647058824,7.837767379679143,6.267125668449198,0.10997023809523827,-4.30266447368421,-12.736907894736841,-6.322269736842106,-18.696117647058824,-13.90925,5.09355614973262,-5.663388157894737,-7.8950625
1979,-11.7,-25.5,-17.6,-10.5,-5.8,2.1,5.8,5.6,0.9,-3.6,-10.0,-14.7,-14.37,-11.3,4.5,-4.23,-7.08
1980,-9.0,-16.6,-13.7,-12.9,-2.4,1.0,7.0,5.2,1.0,-3.5,-6.2,-14.0,-13.43,-9.67,4.4,-2.9,-5.34
1981,-20.670557275541796,-22.613613445378153,-17.56914705882353,-13.143266253869967,-2.733676470588235,2.4,6.1,4.5,1.7,-3.0,-6.7,-8.2,-19.401117647058825,-11.13925,4.33,-2.67,-6.62
1982,-12.9,-21.9,-20.4,-12.5,-4.5,3.1,6.5,4.0,-0.9,-5.7,-11.9,-18.3,-14.33,-12.47,4.53,-6.17,-7.95
1983,-33.4,-27.0,-25.2,-14.9,-5.5,2.5,5.1,3.1,1.1,-5.7,-11.6,-15.2,-26.23,-15.2,3.57,-5.4,-10.56
1984,-27.8,-33.3,-21.5,-16.4,-6.4,1.6,7.1,4.9,0.0,-4.0,-10.4,-17.7,-25.43,-14.77,4.53,-4.8,-10.33
1985,-13.3,-21.9,-17.5,-13.0,-2.2,4.1,6.5,6.3,3.2,-2.6,-5.6,-6.6,-17.63,-10.9,5.63,-1.67,-5.22
1986,-11.2,-10.5,-21.7,-12.4,-3.5,0.5,4.1,5.1,1.4,-8.0,-14.6,-17.6,-9.43,-12.53,3.23,-7.07,-7.37
1987,-18.9,-27.5,-20.7,-17.0,-2.4,3.1,4.3,7.5,1.0,-5.4,-8.1,-18.0,-21.33,-13.37,4.97,-4.17,-8.51
1988,-21.1,-14.5,-19.7,-11.5,-2.4,1.0,6.1,6.8,1.8,-2.5,-6.2,-15.4,-17.87,-11.2,4.63,-2.3,-6.47
1989,-23.9,-26.3,-23.6,-12.5,-6.2,0.4,4.4,3.4,-1.3,-4.8,-7.7,-15.6,-21.87,-14.1,2.73,-4.6,-9.47
1990,-22.3,-25.8,-23.1,-14.6,-3.9,5.1,4.6,3.8,-0.4,-6.8,-9.5,-18.2,-21.23,-13.87,4.5,-5.57,-9.26
1991,-23.8,-17.8,-18.7,-17.2,-6.2,1.5,6.2,3.9,0.4,-4.2,-8.9,-15.8,-19.93,-14.03,3.87,-4.23,-8.38
1992,-18.4,-27.6,-25.5,-14.6,-6.1,-0.5,4.2,3.0,0.2,-1.5,-11.8,-17.5,-20.6,-15.4,2.23,-4.37,-9.68
1993,-24.3,-24.1,-26.8,-14.0,-3.8,1.3,6.2,3.7,2.7,-2.9,-11.6,-16.6,-21.97,-14.87,3.73,-3.93,-9.18
1994,-21.6,-17.8,-24.3,-11.6,-2.1,1.0,5.5,4.5,0.3,-5.8,-9.3,-18.6,-18.67,-12.67,3.67,-4.93,-8.32
1995,-24.6,-24.7,-24.7,-8.7,-1.0,3.5,6.5,5.3,3.3,-5.062664473684211,-3.366907894736842,-14.362269736842105,-22.63,-11.47,5.1,-1.783388157894737,-7.29
1996,-19.0,-18.5,-20.9,-10.6,-4.5,0.9,2.5,3.0,-1.0,-7.2,-11.7,-10.6,-17.2,-12.0,2.13,-6.63,-8.13
1997,-16.4,-24.9,-21.2,-16.5,-3.3,4.5,3.6,2.7,-1.8,-4.4,-6.3,-10.5,-17.3,-13.67,3.6,-4.17,-7.88
1998,-13.5,-25.0,-19.9,-9.9,-2.4,4.2,6.1,5.7,3.7,-1.8,-4.5,-5.9,-16.33,-10.73,5.33,-0.87,-5.27
1999,-15.5,-21.0,-18.0,-11.9,-7.0,0.9,6.2,5.2,1.0,-5.0,-8.0,-11.9,-14.13,-12.3,4.1,-4.0,-7.08
2000,-17.170557275541796,-17.458613445378152,-18.964147058823528,-7.288266253869969,-5.773676470588235,3.8026617647058822,6.687767379679143,5.957125668449198,2.7099702380952384,-4.72266447368421,-5.656907894736842,-9.477269736842105,-15.406117647058824,-10.66425,5.49855614973262,-2.578388157894737,-5.710062499999999
2001,-17.9,-20.26861344537815,-19.824147058823527,-11.118266253869969,-4.578676470588235,3.1576617647058827,8.102767379679143,8.057125668449197,2.6299702380952383,-2.9626644736842107,-8.606907894736842,-9.9,-15.596117647058826,-11.829249999999998,6.45355614973262,-2.998388157894737,-6.0750625
2002,-12.670557275541796,-23.148613445378153,-20.09414705882353,-15.188266253869969,-0.7586764705882352,3.5076617647058823,5.612767379679143,5.182125668449197,3.3849702380952387,-1.8776644736842107,-5.771907894736842,-6.892269736842106,-15.551117647058824,-12.004249999999999,4.78355614973262,-1.443388157894737,-5.965062499999999
2003,-10.195557275541795,-17.32361344537815,-12.184147058823529,-11.228266253869968,-1.9586764705882351,5.972661764705883,6.072767379679144,5.937125668449198,1.9099702380952384,-0.9576644736842107,-6.746907894736842,-9.202269736842105,-11.451117647058823,-8.44425,6.00855614973262,-1.9483881578947368,-4.095062499999999
2004,-17.285557275541798,-15.938613445378152,-20.904147058823526,-11.3,-1.9386764705882351,0.7,5.027767379679144,5.897125668449197,1.2649702380952381,-1.2426644736842105,-6.821907894736842,-15.422269736842106,-14.121117647058824,-11.614249999999998,4.19855614973262,-2.283388157894737,-6.265062499999999
2005,-17.115557275541796,-14.688613445378152,-11.09914705882353,-14.658266253869968,-2.108676470588235,4.267661764705883,6.892767379679144,6.5521256684491975,0.5249702380952382,-3.962664473684211,-5.351907894736842,-9.442269736842105,-15.726117647058825,-9.27925,5.91855614973262,-2.953388157894737,-5.3050625
2006,-19.490557275541796,-16.99861344537815,-13.994147058823529,-12.813266253869969,-0.6436764705882352,2.5726617647058823,7.097767379679143,6.8871256684491975,3.2699702380952385,-2.0476644736842107,-9.376907894736842,-11.582269736842104,-15.291117647058824,-9.139249999999999,5.53855614973262,-2.738388157894737,-5.5350624999999996
2007,-14.000557275541794,-14.128613445378154,-16.169147058823526,-12.308266253869968,-4.043676470588235,3.7726617647058824,8.782767379679143,7.572125668449198,1.1749702380952383,-4.3276644736842105,-8.051907894736843,-11.802269736842106,-13.216117647058823,-10.829249999999998,6.7235561497326195,-3.7583881578947373,-5.3300624999999995
2008,-17.365557275541796,-21.55861344537815,-17.60414705882353,-10.068266253869968,-2.373676470588235,6.977661764705882,8.102767379679143,6.067125668449198,1.5599702380952383,-4.377664473684211,-9.261907894736842,-11.867269736842106,-16.886117647058825,-10.004249999999999,7.06855614973262,-4.048388157894737,-6.005062499999999
2009,-13.710557275541795,-15.318613445378151,-18.449147058823527,-14.053266253869968,-2.458676470588235,3.7376617647058823,8.632767379679144,7.912125668449198,0.7999702380952383,-5.3276644736842105,-10.361907894736841,-7.872269736842106,-13.611117647058823,-11.64425,6.77355614973262,-4.983388157894737,-5.7450624999999995
2010,-14.350557275541796,-10.128613445378154,-14.414147058823527,-8.703266253869968,0.19132352941176486,4.5426617647058825,6.402767379679144,8.072125668449198,2.784970238095238,-1.9526644736842107,-2.4769078947368417,-6.062269736842105,-10.766117647058824,-7.629249999999999,6.35355614973262,-0.568388157894737,-3.1250624999999994
2011,-7.875557275541796,-13.418613445378153,-18.28914705882353,-16.70826625386997,-3.9936764705882353,4.587661764705882,9.432767379679143,6.892125668449197,1.8049702380952384,-4.49766447368421,-8.211907894736843,-12.407269736842105,-9.101117647058825,-12.989249999999998,6.98855614973262,-3.658388157894737,-5.000062499999999
2012,-17.950557275541797,-19.663613445378154,-21.404147058823526,-9.913266253869969,-1.668676470588235,6.532661764705882,8.662767379679144,7.227125668449197,3.3149702380952384,-1.7576644736842106,-6.3119078947368426,-8.967269736842105,-16.656117647058824,-10.98425,7.49355614973262,-1.608388157894737,-5.335062499999999
2013,-12.975557275541796,-16.65861344537815,-12.069147058823528,-10.558266253869968,-7.108676470588235,3.5526617647058822,6.7177673796791435,5.277125668449198,1.3349702380952384,-3.5276644736842107,-9.951907894736841,-14.157269736842105,-12.846117647058824,-9.899249999999999,5.19855614973262,-4.068388157894737,-5.660062499999999
2014,-9.815557275541796,-14.493613445378152,-16.42414705882353,-12.568266253869968,-5.433676470588235,4.317661764705882,6.157767379679144,5.492125668449198,1.2399702380952382,-3.1126644736842106,-5.7319078947368425,-12.867269736842106,-12.801117647058824,-11.46425,5.33855614973262,-2.558388157894737,-5.3600625
2015,-17.105557275541795,-24.093613445378153,-17.98914705882353,-16.35326625386997,-4.413676470588236,2.6776617647058822,9.082767379679144,5.932125668449197,0.5849702380952383,-3.3,-8.6,-17.9,-18.001117647058823,-12.90925,5.91355614973262,-3.83,-7.605062499999999
2016,-15.9,-17.5,-14.2,-4.5,-1.2,2.6,7.6,6.5,,,,,-17.1,-6.63,5.57,,
2017,,-18.687226890756303,,,,,6.755534759358287,5.564251336898396,0.2799404761904766,,,-9.03453947368421,,,5.14711229946524,,
2018,,,,,,1.875323529411765,3.685534759358287,4.944251336898396,0.13994047619047656,-6.275328947368421,-9.573815789473684,-14.88453947368421,,,3.5371122994652398,-5.2767763157894745,
2019,-18.85111455108359,-19.687226890756303,-20.258294117647058,-8.876532507739936,-1.4973529411764703,3.1353235294117647,8.815534759358288,7.514251336898395,3.4699404761904766,-0.7853289473684214,-3.8338157894736837,-10.36453947368421,-17.77223529411765,-10.1885,6.517112299465239,-0.42677631578947406,-5.550124999999999
