YEAR     JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC     DJF     MAM     JJA     SON     ANN
1888    -7.6  -10.8   -9.3    0.9    6.7   13.4   16.0   15.1   10.7    4.1   -0.7   -2.9   -3.73   -6.40   12.03    9.97    2.97
1889    -3.6   -9.7   -6.7    2.3   11.7   17.0   16.4   14.8    9.9    7.8    3.1   -1.1   -0.53   -4.70   15.03   10.83    5.16
1890    -2.3   -3.2    0.2    4.9   11.3   14.2   15.8   15.8   12.5    4.2    0.5   -3.0   -1.60    0.63   13.77   10.83    5.91
1891    -6.0   -1.6   -3.1    2.8    8.8   12.9   18.1   14.6   10.8    7.7   -1.0   -1.5   -2.83   -0.63   13.27   11.03    5.21
1892    -8.9   -7.4   -3.6    1.3    7.4   12.0   15.2   14.9   12.0    5.5    2.0   -5.8   -4.23   -3.23   11.53   10.80    3.72
1893   -12.8  -14.4   -3.1    1.6    7.2   14.0   16.5   15.3    9.0    7.3   -0.5   -1.3   -4.87   -5.30   12.57   10.53    3.23
1894    -1.5   -2.2   -0.5    5.5   10.5   14.8   17.4   16.0    8.3    3.6    2.6   -1.3   -0.07    0.93   14.23    9.30    6.10
1895    -6.4  -12.8   -4.7    1.9   11.9   16.4   16.5   16.0   11.0    6.5    2.2   -2.2   -2.13   -5.20   14.93   11.17    4.69
1896    -2.6   -4.4   -2.5    1.5    9.0   17.6   19.5   15.8   11.3    8.0   -0.7   -3.1   -2.13   -1.80   15.37   11.70    5.78
1897    -8.3   -6.3   -3.6    3.7   13.7   15.1   17.9   17.6   11.9    6.0    1.0   -2.7   -3.33   -2.07   15.57   11.83    5.50
1898    -0.8   -6.5   -4.9    1.4    9.5   15.7   16.7   16.2   10.6    4.3    3.6   -1.6    0.40   -3.33   13.97   10.37    5.35
1899    -5.9   -6.4   -6.7    2.0    7.4   11.6   19.8   13.3   11.4    6.6    2.6   -6.1   -3.13   -3.70   12.93   10.43    4.13
1900    -6.1   -9.7   -4.6    1.5    7.3   14.7   16.0   16.5    9.5    6.8    1.1   -3.4   -2.80   -4.27   12.67   10.93    4.13
1901    -2.1   -8.5   -4.4    2.9    9.5   15.8   20.3   18.1   12.4    9.0   -1.9   -7.4   -3.80   -3.33   15.20   13.17    5.31
1902    -5.9   -6.4   -3.9   -0.3    6.7   12.4   14.2   13.6    9.6    3.6   -0.9   -7.1   -4.63   -3.53   11.10    8.93    2.97
1903    -4.8   -1.5    1.1    3.4    9.7   15.7   16.5   14.6   12.3    3.1    2.1   -0.6   -1.10    1.00   13.97   10.00    5.97
1904    -0.9   -7.5   -4.2    2.1    7.0   12.5   14.5   14.4   11.0    7.1   -1.1   -4.5   -2.17   -3.20   11.33   10.83    4.20
1905    -6.0   -3.3   -0.9    1.5    9.8   16.4   16.9   14.7   10.4    4.8    1.2   -1.5   -2.10   -0.90   14.37    9.97    5.33
1906    -2.2   -1.9   -3.4    3.6   12.5   15.7   18.5   14.5    9.2    5.5    2.0   -2.8   -1.00   -0.57   15.57    9.73    5.93
1907    -8.4   -4.8   -1.9    2.0    6.6   13.6   17.3   13.3    9.7    9.5    1.8  -11.1   -5.90   -1.57   12.50   10.83    3.97
1908    -4.9   -3.8   -3.8    2.7    8.0   13.5   15.8   16.5    9.8    6.2   -2.0   -2.4   -3.10   -1.63   12.43   10.83    4.63
1909    -1.6   -8.3   -3.4    0.2    5.5   13.8   16.1   14.9   12.1   10.4   -1.7   -1.6   -1.63   -3.83   11.80   12.47    4.70
1910    -2.6   -0.5    1.2    4.9   11.1   14.7   17.0   14.4   11.9    5.2    0.3   -0.5   -0.93    1.87   14.27   10.50    6.42
1911    -2.8   -7.2   -1.8    1.8   10.2   12.6   15.4   17.0   11.3    5.1    3.5   -0.4    0.10   -2.40   12.73   11.13    5.39
1912    -8.1   -9.1    0.1    1.8    7.4   14.4   17.8   17.5    9.2    2.9    0.9    0.7   -2.17   -2.40   13.20    9.87    4.63
1913    -5.1   -3.3    0.0    4.6    8.1   13.0   18.7   16.8   11.8    5.1    3.3   -4.4   -2.07    0.43   13.27   11.23    5.72
1914    -6.5   -0.9   -1.6    3.9    8.8   14.6   21.2   14.0   10.4    3.5    1.2    1.4   -1.30    0.47   14.87    9.30    5.83
1915    -6.6   -4.7   -6.8    2.2    7.6   11.8   17.2   15.3   10.1    3.5   -1.6  -11.9   -6.70   -3.10   12.20    9.63    3.01
1916    -3.7   -3.4   -4.2    3.3    7.1   12.0   18.5   13.0    8.9    3.3    3.1   -2.9   -1.17   -1.43   12.53    8.40    4.58
1917    -8.5  -10.7   -9.4    1.3    7.2   16.0   16.5   18.6   11.2    7.8    2.3   -2.1   -2.77   -6.27   13.23   12.53    4.18
1918    -8.2   -5.5   -2.4    4.0    8.4   11.8   17.4   13.9   10.7    8.4    3.6   -2.1   -2.23   -1.30   12.53   11.00    5.00
1919    -2.7   -6.8   -4.8    1.6   10.1   13.7   18.8   13.9   12.1    5.5   -3.5   -5.1   -3.77   -3.33   14.20   10.50    4.40
1920    -6.5   -1.3    1.4    4.8   10.7   14.2   18.0   15.1   12.3    4.5    3.3   -1.0   -1.40    1.63   14.30   10.63    6.29
1921    -4.7   -6.6    1.1    6.9   11.9   14.1   14.2   15.2   10.4    5.3   -3.0   -2.6   -3.43    0.47   13.40   10.30    5.18
1922    -7.8   -5.7   -3.7    1.8    8.4   13.2   16.1   14.7   11.6    3.3    0.2   -3.4   -3.67   -2.53   12.57    9.87    4.06
1923    -1.8  -11.4   -3.1    1.3    6.9   10.0   16.5   13.8   11.3    7.0    2.6   -3.4   -0.87   -4.40   11.13   10.70    4.14
1924    -6.0   -8.2   -3.9    0.5    8.2   12.6   16.9   17.0   13.2    8.8    3.0    1.9   -0.37   -3.87   12.57   13.00    5.33
1925     1.3    0.3   -3.9    4.9    9.7   13.7   20.0   15.4   10.9    3.4   -3.8   -6.6   -3.03    0.43   14.47    9.90    5.44
1926    -9.5   -6.7   -2.5    2.2    8.3   14.7   17.5   15.7   10.5    3.0    2.9   -5.2   -3.93   -2.33   13.50    9.73    4.24
1927    -5.4   -4.3    0.0    2.0    6.4   12.4   21.2   18.5   11.2    4.5   -1.9   -6.4   -4.57   -0.77   13.33   11.40    4.85
1928    -4.1   -5.2   -2.7    3.1    8.8   11.2   13.9   14.8   10.6    5.7    3.2   -1.1   -0.67   -1.60   11.30   10.37    4.85
1929    -6.7  -13.2   -2.4   -0.3    9.0   12.8   15.8   14.9   11.5    7.7    4.5    3.1    0.30   -5.30   12.53   11.37    4.72
1930     1.6   -3.1    0.0    4.9   11.5   15.2   18.8   16.8    9.3    6.7    1.9   -1.8    0.57    0.60   15.17   10.93    6.82
1931    -6.9   -7.4   -5.4    1.8   10.5   11.5   17.4   16.6    8.4    5.0    2.1   -3.3   -2.70   -3.67   13.13   10.00    4.19
1932    -0.6   -7.9   -5.9    2.7    9.7   12.8   19.9   17.0   11.5    5.3    2.0    2.5    1.30   -3.70   14.13   11.27    5.75
1933    -4.3   -6.3   -2.1    2.7    8.1   16.1   17.9   14.7   11.6    6.2   -0.4   -4.7   -3.13   -1.90   14.03   10.83    4.96
1934    -1.1   -2.7   -1.6    3.4   10.9   15.2   18.5   17.4   14.9    8.8    3.8   -0.8    0.63   -0.30   14.87   13.70    7.23
1935    -4.1   -3.7   -1.3    3.1    7.4   14.8   16.8   15.0   10.7    7.1    3.4    0.4   -0.10   -0.63   13.00   10.93    5.80
1936    -2.7   -9.3   -0.5    2.8   10.6   18.8   18.9   16.6   11.1    3.3    3.5    2.4    1.07   -2.33   16.10   10.33    6.29
1937    -4.5   -5.7   -2.3    4.8   11.9   16.5   18.3   18.7   12.7    7.2    3.4   -7.1   -2.73   -1.07   15.57   12.87    6.16
1938    -3.4   -1.1    1.1    3.2    8.4   13.2   18.9   18.8   14.3    8.4    5.4   -1.5    0.17    1.07   13.50   13.83    7.14
1939    -5.5    0.4   -1.3    3.2    9.5   15.2   18.1   20.0   10.3    2.7    2.5   -4.4   -2.47    0.77   14.27   11.00    5.89
1940   -12.4  -13.7   -7.4    1.2   10.9   15.2   18.6   15.6   10.7    6.2    2.6   -4.1   -4.63   -6.63   14.90   10.83    3.62
1941   -12.8   -8.4   -4.1    0.4    7.4   13.2   20.4   16.2    9.8    2.3   -2.2   -9.9   -8.30   -4.03   13.67    9.43    2.69
1942   -16.0  -12.2   -8.9    2.1    7.6   13.4   15.8   16.0   11.5    7.6    0.6   -2.1   -5.83   -6.33   12.27   11.70    2.95
1943    -7.4   -0.2    0.4    4.0    9.6   15.6   16.8   15.3   12.1    8.6    3.2    0.7   -1.17    1.40   14.00   12.00    6.56
1944    -2.4   -3.7   -2.0    1.4    7.9   12.8   18.6   17.3   11.7    7.6    2.1    0.8    0.17   -1.43   13.10   12.20    6.01
1945    -4.5   -3.3   -3.0    3.6    8.1   13.5   19.4   17.6    9.3    3.6    0.5   -6.1   -3.37   -0.90   13.67   10.17    4.89
1946    -4.7   -8.0   -3.7    3.6    8.8   14.1   18.7   16.1   13.0    3.5    1.3   -0.7   -1.37   -2.70   13.87   10.87    5.17
1947    -6.8  -13.0   -6.3    2.8   10.2   15.9   17.8   16.7   12.7    4.5    0.2   -2.9   -3.17   -5.50   14.63   11.30    4.32
1948    -6.3   -6.9   -0.7    4.4   10.4   15.3   17.8   15.0   11.8    5.4    1.6    1.0   -1.23   -1.07   14.50   10.73    5.73
1949    -0.9   -0.8   -1.8    3.8   11.2   13.3   17.2   14.9   14.6    7.0    2.9   -0.1    0.63    0.40   13.90   12.17    6.78
1950   -10.5   -4.1   -1.5    4.6    9.9   14.3   15.7   16.7   12.3    6.8    1.9   -0.9   -3.17   -0.33   13.30   11.93    5.43
1951    -5.8   -5.9   -5.5    3.7    7.5   13.6   15.4   18.2   13.0    7.6    1.2    1.1   -1.17   -2.57   12.17   12.93    5.34
1952    -1.5   -3.1   -7.2    4.0    7.1   13.6   16.1   14.3    9.2    3.3   -0.9   -1.5   -1.30   -2.10   12.27    8.93    4.45
1953    -4.0   -7.4   -0.1    4.8    9.0   16.8   16.9   15.6   10.7    8.4    3.0   -0.3   -0.43   -0.90   14.23   11.57    6.12
1954    -5.4  -10.0   -0.8    2.0   11.0   13.4   17.5   15.6   12.3    6.4    1.2    1.0   -1.07   -2.93   13.97   11.43    5.35
1955    -3.6   -6.9   -4.3   -0.5    6.1   12.4   18.1   18.6   14.2    7.0    0.0   -8.8   -4.13   -3.90   12.20   13.27    4.36
1956    -6.4  -12.2   -3.3    0.7    8.7   15.4   15.8   13.4    9.9    5.6   -3.3   -1.5   -3.73   -4.93   13.30    9.63    3.57
1957    -1.8   -1.8   -5.6    2.1    8.6   12.8   18.0   16.2   10.3    6.7    1.9   -0.9   -0.27   -1.77   13.13   11.07    5.54
1958    -7.0   -8.7   -6.3    1.1    7.5   13.1   15.3   14.9   11.5    7.1    4.2   -4.8   -2.53   -4.63   11.97   11.17    3.99
1959    -3.6   -1.5    1.1    4.1   10.0   15.3   18.5   17.8    9.5    5.6    2.3   -3.9   -1.73    1.23   14.60   10.97    6.27
1960    -8.3   -7.8   -4.2    1.9   10.8   15.8   18.0   16.1   11.5    4.8    0.7    0.7   -2.30   -3.37   14.87   10.80    5.00
1961    -2.5    0.4    1.0    3.3    9.7   17.0   16.2   14.6   11.0    9.9    3.1   -3.7   -1.03    1.57   14.30   11.83    6.67
1962    -2.8   -4.1   -6.5    3.9    8.5   11.9   15.2   13.4   10.3    7.6    2.5   -5.1   -1.80   -2.23   11.87   10.43    4.57
1963    -8.5   -9.7   -7.6    2.7   12.4   14.9   16.6   17.0   13.5    7.1    1.4   -2.7   -3.27   -4.87   14.63   12.53    4.76
1964    -2.0   -7.9   -3.5    2.7    9.4   14.6   17.1   15.1   11.0    8.1    0.7   -0.9   -0.73   -2.90   13.70   11.40    5.37
1965    -2.8   -6.7   -2.7    3.4    7.2   15.0   14.8   14.7   13.3    6.6   -3.0   -2.6   -2.80   -2.00   12.33   11.53    4.77
1966   -11.7  -12.2   -1.8    0.0    9.0   16.5   17.9   15.1    9.9    5.9    3.0   -3.3   -4.00   -4.67   14.47   10.30    4.03
1967    -9.8   -4.4    1.0    3.6    9.3   13.6   16.8   16.2   13.5    9.4    4.3   -8.2   -4.57    0.07   13.23   13.03    5.44
1968   -12.8   -4.2   -0.4    4.4    7.5   16.2   15.6   16.6   11.6    3.4   -0.7   -1.3   -4.93   -0.07   13.10   10.53    4.66
1969    -8.1   -8.9   -5.8    3.2    8.1   15.8   16.8   17.2   10.5    6.1    1.2   -5.7   -4.20   -3.83   13.57   11.27    4.20
1970    -8.7  -11.3   -1.6    1.8    9.5   17.0   16.2   16.2   10.6    5.1    0.2   -1.6   -3.37   -3.70   14.23   10.63    4.45
1971    -1.3   -4.9   -4.0    2.3    9.8   14.1   17.2   15.8   10.1    5.7   -0.2   -0.9   -0.80   -2.20   13.70   10.53    5.31
1972    -7.1   -3.6   -2.4    2.2    9.0   16.4   20.4   17.0   11.1    5.6    1.7    2.8   -0.87   -1.27   15.27   11.23    6.09
1973    -1.0   -3.2   -0.3    3.1    9.9   16.8   20.2   15.6    8.4    3.5   -1.3   -5.2   -2.50   -0.13   15.63    9.17    5.54
1974    -1.9    0.2   -0.2    3.4    7.6   14.7   16.2   14.9   13.3    6.7    3.4    1.8    1.10    1.13   12.83   11.63    6.68
1975    -0.3   -2.0    0.6    3.7   11.7   13.9   18.1   17.2   13.6    5.9    2.3   -0.6    0.47    0.77   14.57   12.23    7.01
1976    -8.4   -5.8   -3.9    2.3   11.0   13.2   16.1   15.6    9.0    3.0    1.4   -3.1   -3.37   -2.47   13.43    9.20    4.20
1977    -5.4   -8.2   -1.8    1.6    9.3   14.5   14.9   15.1    8.9    6.0    2.6   -2.7   -1.83   -2.80   12.90   10.00    4.57
1978    -4.7  -10.1   -2.1    2.2   10.4   14.5   15.9   14.5    9.7    4.9    3.2  -11.1   -4.20   -3.33   13.60    9.70    3.94
1979    -7.5   -8.7   -1.1    1.7    9.5   15.7   15.2   16.8   10.9    4.9    2.5   -2.8   -2.60   -2.70   13.47   10.87    4.76
1980    -7.4   -7.3   -5.6    4.6    7.3   17.0   17.5   15.8   11.9    6.5   -0.9   -1.8   -3.37   -2.77   13.93   11.40    4.80
1981    -3.1   -4.8   -4.8    2.1   10.8   12.7   17.0   14.8   11.2    7.4    1.2   -4.5   -2.13   -2.50   13.50   11.13    5.00
1982    -8.6   -4.8    0.2    3.2    9.0   12.0   17.5   16.4   11.3    6.3    4.7    1.1   -0.93   -0.47   12.83   11.33    5.69
1983    -0.3   -6.8   -1.8    5.1   11.6   14.0   18.6   16.1   12.3    6.9   -0.4   -1.7   -0.80   -1.17   14.73   11.77    6.13
1984    -3.2   -4.3   -3.2    4.5   12.6   14.9   15.5   15.9   10.8    8.3    2.3   -0.9   -0.60   -1.00   14.33   11.67    6.10
1985   -13.9  -13.7   -1.8    1.3    9.2   14.1   16.3   16.4   10.4    7.8    0.1   -5.1   -6.30   -4.73   13.20   11.53    3.43
1986    -6.6  -10.0   -0.5    3.1   10.3   17.0   17.3   14.6    8.4    6.6    4.7   -5.5   -2.47   -2.47   14.87    9.87    4.95
1987   -16.5   -5.9   -5.9    2.4    8.5   12.8   15.5   13.2   10.0    7.9    0.7   -3.1   -6.30   -3.13   12.27   10.37    3.30
1988    -1.5   -3.1   -2.3    1.9   11.7   17.5   20.4   15.0   12.1    5.7   -1.8   -4.7   -2.67   -1.17   16.53   10.93    5.91
1989     0.5    1.3    2.0    5.1   11.1   16.1   17.9   15.1   12.1    6.4    1.5   -3.9   -0.63    2.80   15.03   11.20    7.10
1990    -2.7    1.6    1.8    6.3   10.3   14.7   16.3   16.4    9.6    6.2    0.3    0.0   -0.80    3.23   13.77   10.73    6.73
1991    -2.0   -5.2    0.0    3.7    8.2   12.7   18.0   17.3   10.8    6.8    4.2   -0.1    0.70   -0.50   12.97   11.63    6.20
1992    -0.7   -1.3    1.4    2.4   10.9   16.0   16.7   15.3   13.0    2.0   -0.1    1.3    0.17    0.83   14.53   10.10    6.41
1993    -0.7   -1.7   -0.2    3.7   13.0   12.6   16.2   14.5    7.7    4.9   -1.6   -2.0   -1.43    0.60   13.93    9.03    5.53
1994    -3.1  -11.6   -2.1    4.6    8.8   12.5   19.8   16.4   12.0    5.6    0.5    0.3   -0.77   -3.03   13.70   11.33    5.31
1995    -2.0    0.2    0.7    3.6    8.8   17.3   15.8   16.3   11.9    8.7   -1.1   -6.3   -3.13    1.50   13.97   12.30    6.16
1996    -5.2   -9.1   -3.1    2.7    8.6   13.3   15.0   18.1    9.8    7.7    4.4   -3.9   -1.57   -3.17   12.30   11.87    4.86
1997    -3.2   -2.5   -0.3    2.4    8.5   16.5   19.2   18.9   11.7    3.8    1.2   -2.1   -1.37   -0.13   14.73   11.47    6.17
1998    -1.0   -3.6   -3.3    2.7    9.9   14.0   16.4   14.1   12.2    6.7   -2.1   -1.4   -1.50   -1.40   13.43   11.00    5.38
1999    -5.1   -6.3   -1.1    5.4    8.0   17.6   18.7   15.6   13.4    7.4    3.3   -1.2   -1.00   -0.67   14.77   12.13    6.31
2000    -2.2   -1.6   -0.3    5.8   10.2   13.9   17.0   15.9   10.5    9.5    5.5    2.0    1.77    1.30   13.70   11.97    7.18
2001   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
2002   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
2003   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
2004   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
2005   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
2006   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
2007   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
2008   999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.9  999.90  999.90  999.90  999.90  999.90
